member_id,item_id,qty,DATETIME
12,8,3,2022-03-13 11:59:28
12,93,3,2022-09-01 19:22:28
12,56,1,2021-11-02 09:17:28
12,3,2,2022-07-16 15:01:43
13,65,4,2021-11-27 14:30:59
13,16,1,2022-09-01 14:21:30
14,89,2,2021-11-22 02:18:05
14,31,3,2022-04-11 07:11:45
14,92,1,2022-05-22 08:42:30
14,54,2,2022-05-27 01:08:07
14,54,2,2022-02-23 11:04:37
14,51,1,2022-07-13 11:36:00
14,84,4,2022-02-17 14:49:03
14,83,2,2022-02-17 20:37:01
14,89,1,2021-10-30 07:01:32
14,84,2,2022-09-18 17:08:11
14,29,1,2021-10-13 00:40:14
14,67,3,2021-10-15 11:34:36
15,7,2,2022-03-04 10:02:59
15,11,1,2022-01-25 21:38:56
15,89,3,2021-10-12 12:20:50
15,69,4,2021-11-14 17:07:09
15,17,4,2022-05-27 20:14:23
15,56,4,2021-10-22 19:45:59
15,17,3,2022-06-18 21:53:49
15,21,3,2022-08-27 20:14:57
15,20,1,2022-09-25 11:39:01
15,22,3,2021-12-05 17:05:34
15,87,1,2022-03-13 21:46:05
16,5,2,2021-10-19 21:50:26
16,5,1,2022-09-19 02:32:44
16,29,2,2022-07-23 19:13:16
16,74,4,2022-09-05 16:56:33
16,98,1,2022-09-23 17:00:10
17,71,1,2022-05-02 21:38:15
17,14,3,2022-07-22 23:26:17
17,23,1,2021-12-28 13:25:25
17,39,2,2022-01-19 19:04:13
17,37,2,2022-04-27 01:01:11
17,64,4,2022-04-04 07:36:01
17,19,2,2022-03-27 01:56:15
18,46,2,2022-02-07 16:23:08
18,36,3,2022-03-26 17:13:59
18,80,4,2022-03-27 01:45:33
18,60,3,2022-09-14 23:45:07
18,10,2,2022-06-25 22:58:44
18,43,2,2022-06-25 03:42:41
18,36,3,2022-01-25 13:03:13
18,12,1,2022-01-06 13:34:33
18,20,2,2022-03-26 02:19:25
18,24,3,2022-10-05 01:57:30
18,79,3,2022-06-10 18:17:58
18,28,4,2021-11-24 01:38:42
18,31,3,2021-12-15 20:35:40
18,47,4,2022-03-05 08:01:21
19,32,1,2021-11-04 06:21:17
19,95,2,2021-12-13 02:23:53
19,99,4,2022-08-24 14:55:20
19,47,4,2021-12-05 00:16:08
19,34,4,2021-12-01 22:05:42
19,6,3,2022-10-08 08:14:28
19,31,2,2022-01-16 10:26:26
19,32,1,2022-04-15 13:38:04
19,70,3,2022-03-05 22:04:51
19,61,3,2022-06-11 06:00:27
20,58,1,2022-08-07 15:11:39
20,63,3,2021-11-11 12:30:48
20,77,1,2022-05-13 05:09:36
20,33,1,2022-09-18 10:08:23
20,69,2,2022-05-19 09:50:11
20,5,4,2022-02-21 22:04:22
20,45,1,2022-02-05 09:00:01
20,53,4,2022-04-30 15:44:51
20,23,2,2022-03-07 03:40:48
20,96,4,2022-06-04 01:17:12
21,58,2,2022-01-17 00:44:07
21,17,4,2022-03-19 19:57:10
21,100,2,2022-06-21 20:13:40
21,3,1,2022-07-02 23:38:22
21,81,1,2022-07-16 01:34:18
22,11,3,2022-05-07 10:31:45
22,58,4,2022-04-16 21:35:29
22,95,2,2022-03-02 18:54:55
22,68,1,2022-05-25 07:16:58
22,35,3,2022-05-10 11:17:03
22,63,3,2021-12-03 12:28:38
22,85,3,2022-03-29 05:56:01
22,2,1,2022-05-10 09:45:03
22,92,4,2021-11-23 06:09:10
22,7,2,2022-04-15 19:10:06
22,62,3,2022-07-04 00:24:25
23,83,2,2021-10-27 01:40:37
23,50,2,2022-02-28 22:57:19
23,77,2,2022-02-28 08:31:52
23,40,3,2021-11-05 08:57:03
23,89,2,2021-10-27 08:17:50
23,93,2,2022-05-20 05:50:59
23,12,1,2021-11-27 07:32:18
23,70,2,2021-11-08 00:19:56
23,64,2,2022-07-29 01:18:19
23,51,4,2022-03-30 04:51:22
24,37,4,2021-11-11 06:07:21
24,26,2,2022-05-29 18:34:53
24,38,1,2022-09-26 10:55:13
24,23,1,2022-07-03 00:46:55
24,54,4,2022-03-25 14:36:18
24,77,3,2021-11-10 15:03:47
25,54,2,2022-09-08 08:41:22
25,62,3,2022-05-06 08:51:12
25,89,2,2022-01-29 08:58:13
25,87,3,2022-01-22 07:41:19
25,80,1,2021-10-13 18:06:08
25,77,4,2022-01-06 08:12:36
25,41,2,2022-08-08 22:52:28
25,19,4,2022-07-29 02:48:58
25,90,3,2022-03-08 21:17:37
25,66,2,2022-05-21 08:21:02
25,78,2,2021-11-17 17:18:21
25,33,3,2022-06-16 08:28:04
25,52,3,2021-10-24 21:39:49
26,72,2,2022-07-16 11:15:24
26,3,4,2022-06-06 19:33:03
26,44,1,2022-02-03 07:29:21
26,42,1,2022-02-21 22:43:50
26,20,4,2022-05-24 08:08:14
26,63,1,2022-04-27 15:38:09
26,84,3,2022-04-08 03:03:32
26,13,1,2022-04-22 13:49:52
26,97,1,2022-07-09 18:54:39
26,13,2,2022-01-16 10:13:03
26,37,3,2021-11-07 05:48:50
27,17,3,2021-12-28 23:06:32
27,42,4,2021-11-04 11:07:24
27,16,1,2022-09-19 12:25:30
27,68,2,2022-07-21 02:16:45
27,73,2,2022-09-03 22:56:33
27,62,3,2022-05-16 23:08:58
27,37,3,2022-10-07 13:23:38
28,40,4,2022-04-30 06:33:31
28,14,1,2022-04-15 00:52:01
28,40,1,2022-05-16 07:36:00
28,77,3,2022-02-08 17:58:25
28,20,1,2022-08-31 06:54:46
28,73,3,2021-12-04 15:44:08
28,67,3,2022-07-16 17:16:42
28,47,1,2022-05-28 06:50:39
28,74,1,2022-02-12 08:27:26
28,100,1,2021-12-12 16:08:19
28,83,4,2022-06-03 20:19:49
29,9,4,2022-06-25 18:02:13
29,40,1,2022-09-28 04:33:28
29,24,2,2022-06-10 16:31:45
29,89,1,2022-02-09 15:18:25
29,96,3,2022-03-18 06:39:10
29,42,3,2022-05-25 02:28:11
29,83,4,2022-06-01 21:06:08
29,56,3,2022-07-07 17:52:32
29,83,1,2021-11-25 08:39:44
29,3,2,2021-12-07 18:56:21
29,24,2,2022-03-11 13:44:21
29,2,1,2021-12-26 21:14:19
29,40,1,2022-05-04 06:29:11
29,64,3,2022-01-04 07:26:11
29,35,4,2022-05-14 03:15:54
29,88,4,2021-10-13 09:36:25
30,74,3,2022-01-23 02:12:02
30,68,3,2022-09-21 15:58:31
30,39,4,2022-04-08 13:00:08
30,41,2,2022-09-03 03:01:09
30,68,2,2022-01-09 14:31:48
30,71,4,2022-02-23 14:54:28
30,2,4,2022-06-26 23:42:32
31,26,2,2022-07-31 04:15:53
31,9,1,2021-12-16 01:03:37
31,42,2,2022-07-08 06:15:22
31,48,1,2022-04-17 07:03:01
31,91,2,2021-12-15 15:42:47
31,17,1,2022-07-01 13:15:04
31,95,1,2022-10-11 19:43:45
31,66,3,2022-08-29 13:01:53
32,15,3,2022-02-05 03:22:59
32,13,2,2022-04-03 11:47:45
32,71,2,2022-02-09 22:16:01
32,62,3,2022-01-01 19:26:16
32,100,3,2022-07-29 17:17:02
32,85,2,2022-06-20 02:20:49
32,72,2,2022-10-09 17:16:18
32,49,4,2022-07-05 09:55:16
33,75,4,2022-08-26 12:12:10
33,22,4,2022-03-10 13:02:08
33,94,4,2022-02-13 15:03:37
33,26,3,2022-02-13 22:39:32
33,45,1,2022-08-24 15:02:15
33,38,1,2022-02-05 23:45:17
33,12,2,2022-03-26 21:35:42
33,22,2,2022-01-29 09:28:02
33,28,1,2022-07-10 05:19:27
34,37,4,2022-08-17 06:42:48
34,11,3,2022-05-19 03:01:45
34,26,2,2022-07-27 22:51:49
34,69,4,2022-09-17 21:07:33
34,100,2,2022-06-26 05:01:16
34,16,1,2021-12-31 22:57:20
34,100,1,2021-12-30 19:43:14
34,16,3,2022-05-31 03:53:31
34,58,2,2022-09-01 19:35:29
34,36,1,2022-04-28 19:13:30
35,67,2,2022-09-13 19:20:24
35,57,4,2022-04-21 22:12:42
35,56,1,2022-04-20 08:56:08
35,17,3,2022-06-18 21:47:18
35,26,1,2022-03-20 04:55:48
35,88,2,2021-11-23 00:38:44
35,16,2,2022-08-27 07:00:58
35,74,2,2022-09-12 13:01:17
36,85,3,2022-05-07 19:23:51
36,90,3,2022-02-23 00:00:27
36,29,2,2022-09-05 22:47:17
36,54,2,2022-08-31 23:14:38
36,100,1,2022-07-10 22:19:35
36,22,4,2022-05-03 14:19:11
36,43,3,2021-12-16 10:25:04
36,30,2,2021-12-07 09:05:13
36,73,4,2021-11-10 06:13:28
36,82,2,2022-09-22 04:11:56
36,89,4,2021-11-29 20:15:13
36,63,2,2021-12-03 13:25:22
36,94,1,2021-12-02 01:15:44
36,80,1,2022-05-14 23:09:14
37,85,3,2022-08-30 20:56:36
37,86,1,2022-06-30 07:09:04
37,4,3,2022-06-10 21:49:13
37,73,1,2021-11-22 19:39:47
37,23,1,2022-02-28 10:38:40
37,31,4,2022-10-02 07:06:51
37,25,1,2022-01-07 21:13:50
37,93,1,2022-07-12 15:31:33
37,23,3,2022-05-24 23:02:11
37,10,4,2022-03-19 08:55:04
37,62,4,2021-11-21 06:01:10
37,36,4,2021-12-29 11:26:16
37,30,1,2022-05-02 12:58:24
37,48,3,2021-12-16 14:28:51
37,83,2,2022-09-29 04:48:09
37,84,3,2021-10-22 00:57:21
38,78,3,2022-01-19 06:12:18
38,8,4,2021-12-08 20:33:23
38,44,2,2022-01-01 11:49:33
38,70,2,2022-04-04 13:03:07
38,59,3,2022-08-26 18:20:01
39,100,3,2022-06-02 23:53:07
39,17,3,2022-06-20 18:45:08
39,85,4,2022-04-02 07:57:21
39,91,3,2021-11-24 12:05:31
39,72,4,2021-11-25 08:16:58
39,6,1,2022-03-30 11:31:11
39,34,3,2022-01-02 11:04:01
39,32,2,2022-08-07 04:23:47
39,31,2,2022-02-12 17:58:10
39,16,3,2022-05-12 09:05:24
39,18,2,2021-12-10 12:19:58
39,34,1,2022-04-11 14:58:28
40,74,4,2022-01-20 16:25:48
40,61,2,2021-11-25 21:50:54
40,32,2,2022-06-14 22:52:01
40,11,3,2022-08-30 00:50:37
40,64,4,2022-08-04 22:02:02
41,41,4,2021-11-04 04:37:43
41,30,4,2022-09-18 21:19:55
41,28,4,2021-10-20 13:29:03
41,58,4,2022-02-10 19:25:51
41,26,1,2022-06-05 19:42:13
41,68,1,2022-03-02 22:35:27
41,26,4,2022-06-20 03:59:32
41,3,4,2021-12-20 17:23:05
41,58,2,2022-05-18 00:37:54
41,87,1,2022-04-08 14:17:40
42,52,3,2022-04-22 19:03:29
42,100,3,2021-11-02 16:14:24
42,61,2,2022-07-08 12:45:42
42,7,3,2021-12-18 04:36:29
42,87,1,2022-08-15 07:36:25
42,82,1,2022-06-06 14:54:35
42,26,2,2022-06-17 16:06:53
42,46,3,2022-06-28 05:52:01
42,59,3,2022-03-12 22:28:32
42,70,2,2022-06-01 16:15:11
42,11,3,2022-04-28 18:13:31
42,22,1,2022-09-04 22:23:25
43,57,3,2022-08-17 04:53:15
43,92,4,2022-08-26 20:25:50
43,78,3,2022-01-18 22:52:50
43,74,4,2022-07-07 22:04:56
43,31,3,2022-08-14 00:48:48
43,44,2,2022-05-27 03:39:56
43,17,4,2022-02-14 18:26:31
43,83,2,2022-08-18 19:55:59
43,89,3,2022-07-03 14:22:52
43,52,4,2021-11-16 09:24:00
43,62,2,2022-01-13 21:15:25
43,47,3,2022-04-29 03:54:42
43,28,2,2022-03-10 10:41:21
44,31,2,2022-05-27 18:42:33
44,6,3,2021-12-18 14:29:22
44,28,4,2022-09-25 13:28:43
44,55,2,2022-03-21 14:41:21
44,17,4,2021-12-07 02:58:33
44,27,2,2022-04-01 17:46:12
44,20,2,2022-08-12 02:20:38
44,10,1,2022-05-03 18:03:39
44,82,1,2022-01-15 04:00:02
44,48,1,2021-11-09 08:07:11
44,77,1,2022-05-06 20:26:18
44,18,1,2022-02-01 19:46:38
44,7,4,2022-04-03 11:41:25
45,72,1,2022-04-06 21:30:15
45,34,3,2022-06-24 17:47:42
45,13,1,2021-12-10 10:11:49
45,47,3,2022-07-17 19:14:59
45,6,3,2022-01-21 19:35:16
45,92,1,2022-01-24 20:08:43
45,49,4,2021-11-11 01:39:23
45,72,1,2022-04-23 08:12:03
45,90,1,2021-11-24 07:44:24
45,32,1,2021-12-10 10:56:28
45,32,4,2022-09-14 17:06:31
46,25,1,2022-06-12 23:25:17
46,99,3,2022-08-17 01:36:23
46,52,4,2022-07-05 00:59:57
46,76,3,2022-04-04 19:37:41
46,52,4,2022-10-06 14:55:56
46,81,3,2022-02-06 22:44:40
46,93,2,2022-02-10 17:02:01
46,88,2,2021-12-01 03:06:10
46,78,4,2022-01-22 18:55:16
47,12,1,2021-12-05 04:33:56
47,57,4,2022-07-09 13:59:15
47,41,3,2021-10-28 22:36:00
47,5,3,2021-11-01 07:05:22
47,60,4,2022-03-09 09:42:46
47,76,2,2022-08-16 20:58:28
47,98,3,2022-09-29 20:43:23
48,10,3,2022-01-17 20:21:31
48,87,4,2021-12-14 08:16:20
48,83,2,2022-05-23 08:28:57
48,82,4,2022-09-13 13:15:52
48,48,4,2021-12-02 18:40:29
48,2,4,2021-12-17 01:06:19
48,19,4,2022-10-01 13:50:55
48,96,2,2022-08-11 12:48:57
48,64,3,2022-03-02 19:04:41
48,90,2,2022-05-15 17:38:39
48,61,4,2021-11-06 08:40:02
48,12,3,2022-04-25 15:38:51
49,87,2,2022-06-11 16:00:26
49,45,2,2021-11-28 12:08:37
49,61,2,2022-04-29 06:27:20
49,39,4,2022-04-14 22:17:31
49,41,4,2022-07-02 20:14:05
49,27,1,2022-02-27 17:15:49
49,54,4,2022-02-17 06:29:48
49,79,4,2021-12-22 21:08:22
49,10,3,2022-01-10 12:25:55
49,35,2,2022-09-28 06:25:20
49,14,4,2021-10-17 00:16:09
49,42,1,2022-08-08 07:33:05
49,78,3,2022-09-30 23:49:36
50,82,2,2022-05-28 19:32:18
50,100,3,2022-03-09 22:55:20
50,100,3,2022-07-18 22:01:11
50,34,3,2022-02-04 03:26:16
50,29,1,2022-06-08 09:08:03
50,37,2,2022-01-05 04:32:13
50,57,4,2022-02-09 14:47:11
50,71,4,2022-06-02 12:53:15
50,67,4,2021-11-25 01:41:16
50,38,4,2022-03-30 21:25:01
50,48,1,2022-02-22 16:50:27
50,90,4,2021-11-14 13:58:32
50,42,3,2022-04-04 17:50:40
50,38,2,2022-09-18 13:13:48
50,70,4,2022-03-21 01:35:35
51,17,4,2022-04-30 09:30:01
51,49,4,2022-06-03 20:38:21
51,93,3,2022-05-04 21:01:33
51,16,3,2022-05-31 18:13:47
51,37,3,2022-02-06 01:03:06
51,95,2,2022-02-24 17:53:12
51,9,3,2022-09-11 13:15:46
51,72,3,2022-03-24 23:18:31
51,83,3,2022-10-08 16:02:14
51,22,1,2022-09-05 16:44:35
51,45,4,2022-06-20 03:37:55
52,38,2,2022-09-03 23:41:32
52,32,4,2021-11-29 21:27:29
52,84,1,2021-11-25 07:01:41
52,1,4,2022-09-01 19:58:44
52,68,1,2022-03-12 04:26:51
52,91,3,2022-05-04 16:00:16
52,71,2,2022-07-26 21:04:26
53,42,1,2022-04-13 17:08:39
53,15,1,2022-01-04 11:04:08
53,16,3,2021-10-20 23:32:08
53,87,3,2022-07-03 22:49:20
53,91,1,2021-12-28 19:59:45
53,55,1,2022-06-29 12:29:09
53,17,2,2022-07-02 16:42:02
53,21,4,2022-04-06 18:33:20
54,51,4,2022-04-05 03:07:53
54,93,1,2022-07-04 09:01:33
54,6,4,2021-11-04 16:55:50
54,49,4,2022-09-20 23:03:00
54,65,2,2022-01-11 13:29:35
54,4,2,2022-07-26 12:37:44
54,1,2,2022-06-01 12:57:01
54,98,2,2022-03-23 21:44:14
54,52,4,2022-09-04 07:21:39
54,69,3,2022-05-21 13:49:56
55,14,3,2022-03-02 17:00:58
55,96,3,2022-01-16 07:09:34
55,79,1,2021-11-17 19:50:17
55,50,2,2021-10-20 09:46:48
55,99,1,2022-03-06 22:14:57
55,96,2,2022-09-27 22:59:06
55,51,4,2021-11-23 17:25:59
55,84,3,2022-08-01 09:16:15
56,43,4,2021-12-20 18:10:40
56,24,3,2022-02-03 11:00:25
56,45,2,2022-06-28 16:59:47
56,28,3,2022-05-14 19:00:36
56,6,4,2022-05-13 21:16:01
56,60,3,2022-05-03 17:25:20
56,60,4,2022-03-08 11:30:23
56,40,2,2022-06-22 22:41:42
57,61,4,2021-10-17 04:57:59
57,51,1,2022-09-29 09:48:47
57,89,4,2022-09-18 18:44:28
57,60,2,2022-05-13 16:41:39
57,47,3,2021-10-23 22:10:24
57,20,3,2022-10-01 12:25:11
57,4,4,2021-12-18 09:38:35
58,25,2,2022-08-27 02:05:17
58,79,4,2021-11-23 08:14:48
58,57,4,2021-11-23 21:21:41
58,98,1,2022-07-20 01:45:02
59,62,3,2022-03-22 21:17:18
59,59,3,2021-11-12 20:50:38
59,40,4,2021-11-22 13:19:25
59,98,2,2022-03-29 08:14:18
59,95,3,2022-01-02 07:48:17
59,47,4,2022-07-06 12:06:48
59,95,1,2022-01-13 19:07:31
59,41,2,2021-12-23 09:41:21
59,84,3,2022-07-06 05:27:40
59,14,4,2022-08-14 07:49:06
59,9,1,2021-11-01 07:23:41
60,55,1,2022-05-12 11:19:29
60,2,2,2022-09-11 12:21:52
60,82,2,2022-05-16 21:30:33
60,31,4,2022-09-04 01:44:58
60,43,2,2022-05-13 06:51:51
60,71,1,2022-06-09 14:48:23
60,26,2,2022-03-29 09:46:24
60,46,1,2022-08-20 11:06:04
60,47,4,2022-08-02 09:04:15
60,94,2,2022-09-19 16:43:01
60,83,1,2022-10-07 17:37:35
60,2,2,2022-02-20 03:56:45
60,44,2,2022-07-18 11:23:30
60,13,4,2022-02-02 04:40:30
61,65,2,2022-05-13 01:52:27
61,40,4,2022-06-15 02:48:44
61,97,4,2022-04-20 02:53:11
61,38,2,2021-10-29 15:51:56
61,50,1,2021-12-11 06:24:31
61,10,3,2021-10-15 14:39:48
61,15,2,2022-09-20 04:21:23
61,58,2,2022-02-05 11:25:03
61,60,3,2022-01-13 03:04:48
62,43,4,2022-03-21 07:18:00
62,54,1,2022-01-12 07:53:18
62,46,4,2021-11-15 13:16:13
62,44,4,2022-02-25 20:29:16
62,5,2,2022-08-11 01:16:09
62,34,2,2021-11-02 11:05:56
62,2,4,2022-01-27 14:47:15
62,81,4,2022-03-17 03:40:05
62,82,3,2022-06-20 03:47:09
62,52,1,2022-05-22 22:53:09
63,6,3,2021-11-27 14:42:51
63,6,3,2022-04-27 15:04:43
63,58,2,2022-08-16 20:38:09
63,100,4,2022-07-27 22:15:07
63,59,2,2022-09-27 10:25:31
63,52,4,2022-07-28 23:12:14
63,25,1,2022-09-14 23:28:48
63,37,1,2021-12-11 09:47:47
64,6,1,2022-02-23 08:13:19
64,85,1,2022-05-19 14:03:42
64,11,4,2022-02-02 09:03:08
64,11,2,2022-03-02 09:00:45
64,97,2,2022-01-30 00:10:28
64,71,4,2022-08-31 12:08:17
64,18,3,2022-05-17 02:45:51
64,26,1,2022-09-23 07:16:47
64,90,2,2022-10-08 00:59:10
64,40,1,2022-10-10 06:44:38
64,44,2,2022-10-01 13:25:33
64,64,3,2022-04-07 07:18:45
65,68,2,2022-06-09 17:00:29
65,56,3,2022-02-17 13:06:24
65,99,1,2021-11-29 16:26:21
65,5,4,2022-09-17 03:21:42
65,25,3,2021-11-29 00:43:56
65,15,1,2022-07-27 19:12:58
65,84,4,2022-10-08 19:19:28
65,15,2,2021-12-26 02:27:03
65,4,1,2022-06-10 20:07:49
65,35,1,2021-12-19 19:36:00
65,43,3,2022-04-02 22:45:09
65,94,2,2022-08-23 08:55:37
65,58,2,2022-10-09 13:57:48
66,25,3,2022-04-10 04:48:32
66,58,3,2022-03-28 16:51:25
66,78,4,2022-01-04 18:16:48
66,18,2,2022-04-22 22:50:27
66,92,1,2021-11-19 04:36:14
66,18,3,2022-06-24 23:50:06
66,51,2,2022-04-15 23:43:01
66,93,2,2022-07-22 07:09:32
66,31,3,2022-07-10 23:22:25
66,14,4,2022-03-10 06:22:52
66,20,3,2022-08-01 11:26:06
67,58,3,2021-11-25 07:28:56
67,99,2,2022-04-15 02:47:13
67,87,4,2022-09-09 18:02:22
67,94,4,2021-11-29 09:50:42
67,92,2,2021-10-25 11:02:06
67,71,1,2022-03-10 20:40:13
67,30,3,2022-04-02 10:54:27
67,16,1,2021-11-16 00:08:58
67,76,3,2021-12-25 02:45:45
67,54,3,2022-03-28 07:39:52
67,10,4,2022-01-26 11:23:17
67,69,1,2022-02-05 16:14:15
67,87,4,2021-10-21 04:43:56
68,79,1,2021-12-29 07:05:59
68,82,3,2022-04-02 16:03:48
68,24,3,2021-12-29 01:59:54
68,26,4,2022-01-23 06:44:35
68,69,3,2022-01-31 07:20:33
68,95,3,2022-05-17 13:40:27
68,75,1,2021-10-14 16:07:05
68,28,2,2022-01-02 04:48:53
68,21,3,2022-09-09 14:35:20
68,57,3,2021-11-16 10:29:39
68,18,3,2021-12-24 11:34:00
68,85,3,2022-10-10 08:02:20
68,77,3,2022-08-10 16:30:34
68,48,3,2021-10-30 11:32:54
68,57,3,2022-01-13 10:01:38
69,25,3,2022-02-08 06:43:45
69,15,3,2022-02-25 09:47:54
69,74,2,2022-03-12 22:23:14
69,58,3,2022-09-10 04:30:25
69,64,2,2022-03-10 18:07:56
69,31,2,2022-01-07 02:41:04
69,44,2,2022-09-22 02:52:36
70,30,2,2022-05-04 22:09:24
70,47,2,2022-06-15 12:35:15
70,51,3,2021-11-22 23:42:51
70,84,4,2022-05-05 03:16:51
70,56,2,2022-09-05 08:14:32
70,83,1,2022-09-11 03:52:26
70,5,2,2022-06-27 08:00:48
70,78,3,2022-02-03 10:22:58
70,63,1,2021-10-28 22:31:47
70,9,4,2022-08-02 02:40:20
70,84,3,2021-11-28 16:43:49
70,77,3,2022-09-15 11:07:34
71,54,2,2022-05-15 13:51:11
71,56,1,2021-10-24 22:53:58
71,55,4,2022-04-28 22:21:00
71,51,4,2022-05-09 00:08:05
71,81,4,2022-05-02 12:22:32
71,67,4,2022-05-09 07:59:30
71,59,2,2021-12-06 00:04:40
71,10,4,2022-07-08 10:27:58
71,88,1,2021-10-30 02:45:48
71,56,1,2022-09-13 05:03:26
71,5,3,2021-12-10 19:41:05
72,46,3,2022-03-26 14:19:11
72,24,2,2021-10-23 18:55:47
72,68,3,2022-08-26 18:52:22
72,69,2,2022-04-18 07:56:59
72,90,3,2022-06-18 14:24:41
72,51,3,2022-09-24 22:06:25
72,76,2,2022-08-13 04:52:58
73,35,1,2021-11-09 08:57:46
73,59,3,2022-06-22 01:04:21
73,100,4,2022-07-03 09:40:36
73,14,2,2022-03-07 07:24:27
73,97,3,2022-10-07 13:28:10
73,63,3,2022-02-08 04:43:46
73,16,2,2021-12-15 19:42:42
73,57,1,2021-11-30 16:07:22
73,72,2,2021-11-07 17:35:44
73,93,1,2021-11-20 10:34:28
73,74,4,2021-10-15 02:34:54
73,2,1,2022-05-24 13:53:10
73,30,2,2022-02-05 08:35:47
73,61,3,2022-01-20 22:43:15
74,59,3,2022-05-27 04:28:41
74,63,1,2022-08-09 14:07:24
74,91,1,2022-05-06 00:20:22
74,19,3,2022-04-20 11:27:07
